[1] data=5.738382, mean=5.738382, var=0.000000
[3801] data=3.966171, mean=3.035967, var=4.844510
[3802] data=4.224550, mean=3.036280, var=4.841710
[3803] data=3.494219, mean=3.036401, var=4.839761
[3804] data=0.581654, mean=3.035755, var=4.843988
[3805] data=2.261044, mean=3.035552, var=4.844109
[3806] data=0.706495, mean=3.034940, var=4.847974
[3807] data=2.037631, mean=3.034678, var=4.848550
[3808] data=0.724066, mean=3.034071, var=4.852359
[3809] data=1.810654, mean=3.033750, var=4.853426
[3810] data=3.638059, mean=3.033908, var=4.851286
[3811] data=-0.924839, mean=3.032870, var=4.860423
[3812] data=2.840807, mean=3.032819, var=4.859463
[3813] data=3.400891, mean=3.032916, var=4.857639
[3814] data=5.421270, mean=3.033542, var=4.854064
[3815] data=3.312639, mean=3.033615, var=4.852368
[3816] data=-0.264076, mean=3.032751, var=4.859185
[3817] data=5.007908, mean=3.033268, var=4.855797
[3818] data=4.486066, mean=3.033649, var=4.852770
[3819] data=1.907018, mean=3.033354, var=4.853621
[3820] data=3.554614, mean=3.033490, var=4.851594
[3821] data=2.879066, mean=3.033450, var=4.850575
[3822] data=4.083625, mean=3.033725, var=4.847929
[3823] data=3.827118, mean=3.033932, var=4.845566
[3824] data=4.406153, mean=3.034291, var=4.842615
[3825] data=3.019785, mean=3.034287, var=4.841372
[3826] data=3.968499, mean=3.034531, var=4.838854
[3827] data=6.930349, mean=3.035549, var=4.835378
[3828] data=0.830288, mean=3.034973, var=4.838881
[3829] data=-2.350574, mean=3.033567, var=4.853721
[3830] data=0.122215, mean=3.032807, var=4.859275
[3831] data=0.643905, mean=3.032183, var=4.863276
[3832] data=2.005832, mean=3.031915, var=4.863905
[3833] data=1.130349, mean=3.031419, var=4.866585
[3834] data=-1.080149, mean=3.030347, var=4.876221
[3835] data=4.125480, mean=3.030632, var=4.873533
[3836] data=2.457622, mean=3.030483, var=4.873253
[3837] data=4.276032, mean=3.030808, var=4.870420
[3838] data=-0.131171, mean=3.029984, var=4.876746
[3839] data=-4.368922, mean=3.028056, var=4.901402
[3840] data=3.619207, mean=3.028210, var=4.899284
[3841] data=1.197437, mean=3.027734, var=4.901766
[3842] data=4.608698, mean=3.028145, var=4.898650
[3843] data=2.965098, mean=3.028129, var=4.897476
[3844] data=1.661000, mean=3.027773, var=4.898840
[3845] data=6.499003, mean=3.028676, var=4.895234
[3846] data=1.839345, mean=3.028367, var=4.896201
[3847] data=3.753893, mean=3.028555, var=4.893924
[3848] data=1.209041, mean=3.028082, var=4.896374
[3849] data=0.849566, mean=3.027516, var=4.899761
[3850] data=4.806254, mean=3.027978, var=4.896513
[3851] data=0.686887, mean=3.027371, var=4.900344
[3852] data=4.009526, mean=3.027626, var=4.897779
[3853] data=5.970060, mean=3.028389, var=4.894132
[3854] data=8.103758, mean=3.029706, var=4.891570
[3855] data=-0.965247, mean=3.028670, var=4.900715
[3856] data=6.248480, mean=3.029505, var=4.897076
[3857] data=0.572360, mean=3.028868, var=4.901229
[3858] data=2.188406, mean=3.028650, var=4.901461
[3859] data=1.827971, mean=3.028339, var=4.902448
[3860] data=1.877957, mean=3.028041, var=4.903324
[3861] data=2.612007, mean=3.027933, var=4.902752
[3862] data=5.723246, mean=3.028631, var=4.899138
[3863] data=2.122731, mean=3.028396, var=4.899502
[3864] data=3.820075, mean=3.028601, var=4.897156
[3865] data=6.353048, mean=3.029461, var=4.893539
[3866] data=3.046443, mean=3.029466, var=4.892247
[3867] data=-0.163357, mean=3.028640, var=4.898617
[3868] data=1.172997, mean=3.028160, var=4.901144
[3869] data=1.292745, mean=3.027712, var=4.903371
[3870] data=-1.087660, mean=3.026648, var=4.912914
[3871] data=3.569647, mean=3.026789, var=4.910872
[3872] data=2.730314, mean=3.026712, var=4.910090
[3873] data=4.725971, mean=3.027151, var=4.906913
[3874] data=2.139001, mean=3.026922, var=4.907237
[3875] data=2.138633, mean=3.026692, var=4.907561
[3876] data=0.830250, mean=3.026126, var=4.910967
[3877] data=4.639763, mean=3.026542, var=4.907854
[3878] data=7.634233, mean=3.027730, var=4.904872
[3879] data=3.949786, mean=3.027968, var=4.902388
[3880] data=3.061692, mean=3.027976, var=4.901072
[3881] data=2.815951, mean=3.027922, var=4.900152
[3882] data=0.506028, mean=3.027272, var=4.904459
[3883] data=3.399740, mean=3.027368, var=4.902651
[3884] data=1.596486, mean=3.027000, var=4.904145
[3885] data=-4.242743, mean=3.025129, var=4.927802
[3886] data=-1.847912, mean=3.023875, var=4.940225
[3887] data=5.306043, mean=3.024462, var=4.936744
[3888] data=6.282677, mean=3.025300, var=4.933137
[3889] data=3.526823, mean=3.025429, var=4.931153
[3890] data=3.215897, mean=3.025478, var=4.929598
[3891] data=1.134741, mean=3.024992, var=4.932189
[3892] data=2.245382, mean=3.024791, var=4.932289
[3893] data=5.939878, mean=3.025540, var=4.928676
[3894] data=5.733952, mean=3.026236, var=4.925086
[3895] data=0.113159, mean=3.025488, var=4.930524
[3896] data=-0.530956, mean=3.024575, var=4.938024
[3897] data=-4.225309, mean=3.022715, var=4.961485
[3898] data=-0.129077, mean=3.021906, var=4.967645
[3899] data=5.977410, mean=3.022664, var=4.964031
[3900] data=4.028197, mean=3.022922, var=4.961460
[3901] data=3.827296, mean=3.023128, var=4.959108
[3902] data=3.455830, mean=3.023239, var=4.957215
[3903] data=2.550516, mean=3.023118, var=4.956734
[3904] data=4.817435, mean=3.023577, var=4.953511
[3905] data=5.002719, mean=3.024084, var=4.950182
[3906] data=2.802143, mean=3.024027, var=4.949270
[3907] data=1.201042, mean=3.023561, var=4.951674
[3908] data=4.637105, mean=3.023974, var=4.948578
[3909] data=1.883625, mean=3.023682, var=4.949408
[3910] data=-2.677691, mean=3.022224, var=4.965264
[3911] data=6.533275, mean=3.023122, var=4.961722
[3912] data=2.845437, mean=3.023076, var=4.960736
[3913] data=2.559410, mean=3.022958, var=4.960239
[3914] data=5.870194, mean=3.023685, var=4.956646
[3915] data=-0.663539, mean=3.022743, var=4.964544
[3916] data=-0.701373, mean=3.021792, var=4.972562
[3917] data=-0.471099, mean=3.020901, var=4.979792
[3918] data=1.110476, mean=3.020413, var=4.982397
[3919] data=5.152908, mean=3.020957, var=4.979000
[3920] data=1.337736, mean=3.020528, var=4.981045
[3921] data=-0.045665, mean=3.019746, var=4.986893
[3922] data=3.218385, mean=3.019796, var=4.985326
[3923] data=-0.448369, mean=3.018912, var=4.992456
[3924] data=4.374093, mean=3.019258, var=4.989567
[3925] data=-1.045636, mean=3.018222, var=4.998754
[3926] data=0.929142, mean=3.017690, var=5.001802
[3927] data=1.403624, mean=3.017279, var=5.003671
[3928] data=1.583051, mean=3.016914, var=5.005123
[3929] data=1.598002, mean=3.016553, var=5.006539
[3930] data=1.647839, mean=3.016204, var=5.007842
[3931] data=3.104943, mean=3.016227, var=5.006434
[3932] data=-0.918113, mean=3.015226, var=5.015128
[3933] data=5.726673, mean=3.015916, var=5.011566
[3934] data=1.804621, mean=3.015608, var=5.012521
[3935] data=5.063301, mean=3.016128, var=5.009176
[3936] data=5.009465, mean=3.016635, var=5.005858
[3937] data=0.971796, mean=3.016115, var=5.008781
[3938] data=2.604825, mean=3.016011, var=5.008181
[3939] data=4.993903, mean=3.016513, var=5.004875
[3940] data=1.054359, mean=3.016015, var=5.007585
[3941] data=3.526856, mean=3.016145, var=5.005599
[3942] data=4.366104, mean=3.016487, var=5.002726
[3943] data=2.327999, mean=3.016312, var=5.002630
[3944] data=4.818323, mean=3.016769, var=4.999430
[3945] data=5.016934, mean=3.017276, var=4.996119
[3946] data=1.667548, mean=3.016934, var=4.997377
[3947] data=5.545244, mean=3.017575, var=4.993867
[3948] data=0.652423, mean=3.016976, var=4.997632
[3949] data=4.420090, mean=3.017331, var=4.994722
[3950] data=2.714589, mean=3.017254, var=4.993943
[3951] data=3.009832, mean=3.017253, var=4.992690
[3952] data=3.998979, mean=3.017501, var=4.990172
[3953] data=1.778158, mean=3.017187, var=4.991189
[3954] data=5.400696, mean=3.017790, var=4.987727
[3955] data=5.967430, mean=3.018536, var=4.984166
[3956] data=4.425273, mean=3.018892, var=4.981260
[3957] data=3.872388, mean=3.019107, var=4.978884
[3958] data=3.445137, mean=3.019215, var=4.977022
[3959] data=1.890605, mean=3.018930, var=4.977807
[3960] data=5.125461, mean=3.019462, var=4.974460
[3961] data=0.191353, mean=3.018748, var=4.979532
[3962] data=1.217067, mean=3.018293, var=4.981838
[3963] data=5.994468, mean=3.019044, var=4.978283
[3964] data=1.639220, mean=3.018696, var=4.979608
[3965] data=3.476334, mean=3.018811, var=4.977709
[3966] data=3.835219, mean=3.019017, var=4.975379
[3967] data=1.604326, mean=3.018661, var=4.976782
[3968] data=6.150529, mean=3.019450, var=4.973235
[3969] data=3.154778, mean=3.019484, var=4.971781
[3970] data=2.088784, mean=3.019250, var=4.972162
[3971] data=3.896319, mean=3.019470, var=4.969770
[3972] data=2.720583, mean=3.019395, var=4.968996
[3973] data=-1.373037, mean=3.018290, var=4.979272
[3974] data=-0.016134, mean=3.017526, var=4.984942
[3975] data=2.920296, mean=3.017502, var=4.983838
[3976] data=5.230718, mean=3.018058, var=4.980458
[3977] data=2.557586, mean=3.017943, var=4.979957
[3978] data=0.043786, mean=3.017195, var=4.985438
[3979] data=2.476632, mean=3.017059, var=4.985078
[3980] data=7.121155, mean=3.018090, var=4.981836
[3981] data=4.761648, mean=3.018528, var=4.978706
[3982] data=2.762779, mean=3.018464, var=4.977860
[3983] data=4.732553, mean=3.018894, var=4.974750
[3984] data=7.593496, mean=3.020043, var=4.971823
[3985] data=-1.252972, mean=3.018970, var=4.981628
[3986] data=3.263913, mean=3.019032, var=4.980022
[3987] data=2.397757, mean=3.018876, var=4.979810
[3988] data=2.550011, mean=3.018758, var=4.979326
[3989] data=4.419634, mean=3.019109, var=4.976450
[3990] data=2.507856, mean=3.018981, var=4.976042
[3991] data=2.545400, mean=3.018863, var=4.975567
[3992] data=4.802044, mean=3.019309, var=4.972422
[3993] data=4.769050, mean=3.019748, var=4.969298
[3994] data=1.419542, mean=3.019347, var=4.971113
[3995] data=3.717457, mean=3.019522, var=4.968936
[3996] data=4.960989, mean=3.020008, var=4.965703
[3997] data=6.151544, mean=3.020791, var=4.962183
[3998] data=0.080565, mean=3.020056, var=4.967544
[3999] data=-2.090767, mean=3.018778, var=4.980545
[4000] data=2.758248, mean=3.018712, var=4.979710
[4001] data=-1.215968, mean=3.017654, var=4.989332
[4002] data=2.720438, mean=3.017580, var=4.988556
[4003] data=4.484180, mean=3.017946, var=4.985637
[4004] data=6.596819, mean=3.018840, var=4.982196
[4005] data=1.920654, mean=3.018566, var=4.982908
[4006] data=6.019906, mean=3.019315, var=4.979391
[4007] data=2.419428, mean=3.019165, var=4.979142
[4008] data=1.892815, mean=3.018884, var=4.979912
[4009] data=3.908615, mean=3.019106, var=4.977528
[4010] data=0.091725, mean=3.018376, var=4.982828
[4011] data=1.184666, mean=3.017919, var=4.985182
[4012] data=4.478544, mean=3.018283, var=4.982275
[4013] data=-0.420873, mean=3.017426, var=4.989150
[4014] data=5.748241, mean=3.018106, var=4.985660
[4015] data=0.951677, mean=3.017592, var=4.988587
[4016] data=4.630879, mean=3.017993, var=4.985569
[4017] data=5.035742, mean=3.018496, var=4.982311
[4018] data=0.328144, mean=3.017826, var=4.986911
[4019] data=1.752251, mean=3.017511, var=4.987968
[4020] data=2.815648, mean=3.017461, var=4.987041
[4021] data=3.049017, mean=3.017469, var=4.985753
[4022] data=-0.899152, mean=3.016495, var=4.994200
[4023] data=6.980876, mean=3.017480, var=4.990921
[4024] data=2.194888, mean=3.017276, var=4.991082
[4025] data=1.091606, mean=3.016798, var=4.993648
[4026] data=3.531018, mean=3.016925, var=4.991703
[4027] data=2.581873, mean=3.016817, var=4.991162
[4028] data=5.433935, mean=3.017417, var=4.987754
[4029] data=7.740521, mean=3.018590, var=4.984979
[4030] data=-0.469981, mean=3.017724, var=4.991984
[4031] data=3.308581, mean=3.017796, var=4.990331
[4032] data=1.635070, mean=3.017453, var=4.991636
[4033] data=6.494858, mean=3.018315, var=4.988195
[4034] data=3.692213, mean=3.018483, var=4.986063
[4035] data=-3.131191, mean=3.016958, var=5.003391
[4036] data=2.010523, mean=3.016709, var=5.003906
[4037] data=-0.248151, mean=3.015900, var=5.010183
[4038] data=5.061233, mean=3.016407, var=5.006924
[4039] data=5.405593, mean=3.016998, var=5.003530
[4040] data=2.286898, mean=3.016818, var=5.003513
[4041] data=3.772562, mean=3.017005, var=5.001288
[4042] data=5.454604, mean=3.017608, var=4.997883
[4043] data=5.834489, mean=3.018304, var=4.994406
[4044] data=3.810705, mean=3.018500, var=4.992144
[4045] data=1.140248, mean=3.018036, var=4.994583
[4046] data=4.681874, mean=3.018447, var=4.991552
[4047] data=2.862081, mean=3.018409, var=4.990557
[4048] data=1.401391, mean=3.018009, var=4.992380
[4049] data=4.020285, mean=3.018257, var=4.989902
[4050] data=1.617230, mean=3.017911, var=4.991242
[4051] data=1.421560, mean=3.017517, var=4.993016
[4052] data=1.083217, mean=3.017039, var=4.995586
[4053] data=5.283004, mean=3.017598, var=4.992248
[4054] data=-0.226952, mean=3.016798, var=4.998439
[4055] data=1.951562, mean=3.016535, var=4.999071
[4056] data=4.058458, mean=3.016792, var=4.996557
[4057] data=6.249422, mean=3.017589, var=4.993094
[4058] data=7.285010, mean=3.018641, var=4.990006
[4059] data=2.407561, mean=3.018490, var=4.989777
[4060] data=6.251600, mean=3.019287, var=4.986316
[4061] data=1.688358, mean=3.018959, var=4.987502
[4062] data=2.825378, mean=3.018911, var=4.986571
[4063] data=2.446917, mean=3.018770, var=4.986274
[4064] data=2.480044, mean=3.018638, var=4.985918
[4065] data=3.029843, mean=3.018641, var=4.984675
[4066] data=2.386411, mean=3.018485, var=4.984486
[4067] data=4.060833, mean=3.018741, var=4.981981
[4068] data=3.999770, mean=3.018983, var=4.979537
[4069] data=2.468416, mean=3.018847, var=4.979205
[4070] data=5.078214, mean=3.019353, var=4.975969
[4071] data=1.899404, mean=3.019078, var=4.976715
[4072] data=2.093681, mean=3.018851, var=4.977075
[4073] data=1.837728, mean=3.018561, var=4.977945
[4074] data=3.134724, mean=3.018589, var=4.976555
[4075] data=7.320765, mean=3.019645, var=4.973503
[4076] data=2.099381, mean=3.019419, var=4.973853
[4077] data=2.863748, mean=3.019381, var=4.972869
[4078] data=4.855529, mean=3.019831, var=4.969759
[4079] data=5.920375, mean=3.020542, var=4.966309
[4080] data=4.296948, mean=3.020855, var=4.963602
[4081] data=4.346007, mean=3.021180, var=4.960855
[4082] data=4.853233, mean=3.021629, var=4.957751
[4083] data=1.457948, mean=3.021246, var=4.959449
[4084] data=3.462236, mean=3.021354, var=4.957630
[4085] data=4.893933, mean=3.021812, var=4.954505
[4086] data=5.680946, mean=3.022463, var=4.951091
[4087] data=3.556629, mean=3.022594, var=4.949160
[4088] data=3.417975, mean=3.022690, var=4.947403
[4089] data=0.998166, mean=3.022195, var=4.950187
[4090] data=0.446010, mean=3.021565, var=4.954404
[4091] data=7.633237, mean=3.022693, var=4.951580
[4092] data=-3.212964, mean=3.021169, var=4.969075
[4093] data=6.200666, mean=3.021946, var=4.965638
[4094] data=1.377564, mean=3.021544, var=4.967512
[4095] data=4.089525, mean=3.021805, var=4.965002
[4096] data=4.798313, mean=3.022239, var=4.961940
[4097] data=4.586029, mean=3.022620, var=4.959020
[4098] data=0.395692, mean=3.021979, var=4.963366
[4099] data=7.547934, mean=3.023083, var=4.960480
[4100] data=2.236685, mean=3.022892, var=4.960580
[4101] data=3.423157, mean=3.022989, var=4.958819
[4102] data=4.238949, mean=3.023286, var=4.956179
[4103] data=1.022200, mean=3.022798, var=4.958894
[4104] data=3.682436, mean=3.022959, var=4.956821
[4105] data=6.909614, mean=3.023905, var=4.953570
[4106] data=6.151358, mean=3.024667, var=4.950140
[4107] data=1.720961, mean=3.024350, var=4.951268
[4108] data=1.194877, mean=3.023904, var=4.953569
[4109] data=5.370381, mean=3.024475, var=4.950251
[4110] data=6.810910, mean=3.025397, var=4.946963
[4111] data=7.363514, mean=3.026452, var=4.943954
[4112] data=3.748022, mean=3.026627, var=4.941816
[4113] data=6.301517, mean=3.027424, var=4.938404
[4114] data=5.410111, mean=3.028003, var=4.935077
[4115] data=5.736574, mean=3.028661, var=4.931676
[4116] data=5.811386, mean=3.029337, var=4.928265
[4117] data=2.103415, mean=3.029112, var=4.928638
[4118] data=2.520232, mean=3.028989, var=4.928252
[4119] data=0.941795, mean=3.028482, var=4.931181
[4120] data=5.381220, mean=3.029053, var=4.927870
[4121] data=2.668465, mean=3.028965, var=4.927236
[4122] data=-0.917009, mean=3.028008, var=4.935612
[4123] data=0.072228, mean=3.027291, var=4.940873
[4124] data=1.596021, mean=3.026944, var=4.942271
[4125] data=1.934565, mean=3.026679, var=4.942965
[4126] data=4.396335, mean=3.027011, var=4.940213
[4127] data=1.678857, mean=3.026685, var=4.941432
[4128] data=10.351038, mean=3.028459, var=4.942489
[4129] data=1.065605, mean=3.027984, var=4.945103
[4130] data=2.583618, mean=3.027876, var=4.944605
[4131] data=4.452265, mean=3.028221, var=4.941812
[4132] data=2.626912, mean=3.028124, var=4.941243
[4133] data=1.348262, mean=3.027717, var=4.943190
[4134] data=2.771379, mean=3.027655, var=4.942385
[4135] data=1.844040, mean=3.027369, var=4.943261
[4136] data=-2.936320, mean=3.025927, var=4.959387
[4137] data=2.249792, mean=3.025739, var=4.959468
[4138] data=1.681821, mean=3.025415, var=4.960671
[4139] data=5.469072, mean=3.026005, var=4.957343
[4140] data=1.944993, mean=3.025744, var=4.958008
[4141] data=-1.194423, mean=3.024725, var=4.967273
[4142] data=1.256466, mean=3.024298, var=4.969410
[4143] data=1.571609, mean=3.023947, var=4.970839
[4144] data=-0.070069, mean=3.023201, var=4.976462
[4145] data=2.840338, mean=3.023157, var=4.975536
[4146] data=2.136849, mean=3.022943, var=4.975817
[4147] data=4.946849, mean=3.023407, var=4.972706
[4148] data=3.021839, mean=3.023406, var=4.971510
[4149] data=2.258533, mean=3.023222, var=4.971567
[4150] data=4.711802, mean=3.023629, var=4.968596
[4151] data=-2.875204, mean=3.022208, var=4.984367
[4152] data=2.350405, mean=3.022046, var=4.984253
[4153] data=6.824057, mean=3.022962, var=4.981001
[4154] data=3.365490, mean=3.023044, var=4.979332
[4155] data=0.747444, mean=3.022496, var=4.982689
[4156] data=3.708267, mean=3.022661, var=4.980606
[4157] data=4.156657, mean=3.022934, var=4.978069
[4158] data=1.938840, mean=3.022673, var=4.978730
[4159] data=4.599774, mean=3.023053, var=4.975839
[4160] data=1.344425, mean=3.022649, var=4.977759
[4161] data=3.277896, mean=3.022710, var=4.976207
[4162] data=3.835062, mean=3.022906, var=4.973991
[4163] data=5.337990, mean=3.023462, var=4.970722
[4164] data=-0.061029, mean=3.022721, var=4.976290
[4165] data=5.174744, mean=3.023238, var=4.973084
[4166] data=3.954638, mean=3.023461, var=4.970747
[4167] data=5.086609, mean=3.023956, var=4.967583
[4168] data=1.525461, mean=3.023597, var=4.969103
[4169] data=2.837001, mean=3.023552, var=4.968190
[4170] data=6.790667, mean=3.024455, var=4.964940
[4171] data=5.796215, mean=3.025120, var=4.961573
[4172] data=5.892503, mean=3.025807, var=4.958197
[4173] data=1.581612, mean=3.025461, var=4.959602
[4174] data=0.374900, mean=3.024826, var=4.963936
[4175] data=1.878555, mean=3.024552, var=4.964722
[4176] data=3.395238, mean=3.024640, var=4.963029
[4177] data=-0.212634, mean=3.023865, var=4.969035
[4178] data=3.604736, mean=3.024004, var=4.967086
[4179] data=2.743817, mean=3.023937, var=4.966322
[4180] data=4.417604, mean=3.024271, var=4.963582
[4181] data=-1.339030, mean=3.023227, var=4.973256
[4182] data=0.748513, mean=3.022683, var=4.976591
[4183] data=2.511229, mean=3.022561, var=4.976202
[4184] data=2.508550, mean=3.022438, var=4.975818
[4185] data=3.479553, mean=3.022547, var=4.974019
[4186] data=4.211013, mean=3.022831, var=4.971453
[4187] data=2.985573, mean=3.022822, var=4.970320
[4188] data=0.719542, mean=3.022272, var=4.973722
[4189] data=4.745240, mean=3.022684, var=4.970758
[4190] data=2.123862, mean=3.022469, var=4.971061
[4191] data=3.049776, mean=3.022476, var=4.969836
[4192] data=0.629783, mean=3.021905, var=4.973464
[4193] data=7.757807, mean=3.023034, var=4.970801
[4194] data=1.561774, mean=3.022686, var=4.972230
[4195] data=3.503353, mean=3.022801, var=4.970408
[4196] data=3.433223, mean=3.022898, var=4.968672
[4197] data=5.081710, mean=3.023389, var=4.965533
[4198] data=0.613029, mean=3.022815, var=4.969204
[4199] data=0.485198, mean=3.022210, var=4.973205
[4200] data=1.026981, mean=3.021735, var=4.975839
[4201] data=3.066135, mean=3.021746, var=4.974591
[4202] data=4.170521, mean=3.022019, var=4.972070
[4203] data=7.272681, mean=3.023031, var=4.969074
[4204] data=2.743759, mean=3.022964, var=4.968312
[4205] data=5.883173, mean=3.023644, var=4.964964
[4206] data=3.402981, mean=3.023735, var=4.963273
[4207] data=4.856962, mean=3.024170, var=4.960258
[4208] data=4.407278, mean=3.024499, var=4.957546
[4209] data=4.619025, mean=3.024878, var=4.954682
[4210] data=1.486192, mean=3.024512, var=4.956277
[4211] data=4.062893, mean=3.024759, var=4.953865
[4212] data=2.365668, mean=3.024602, var=4.953738
[4213] data=-1.326037, mean=3.023570, var=4.963297
[4214] data=1.803203, mean=3.023280, var=4.964223
[4215] data=-1.669460, mean=3.022167, var=4.974996
[4216] data=-0.561900, mean=3.021317, var=4.981997
[4217] data=0.759140, mean=3.020780, var=4.985269
[4218] data=6.173357, mean=3.021528, var=4.981928
[4219] data=3.387889, mean=3.021615, var=4.980255
[4220] data=4.466399, mean=3.021957, var=4.977501
[4221] data=4.813715, mean=3.022381, var=4.974518
[4222] data=5.659708, mean=3.023006, var=4.971212
[4223] data=3.155329, mean=3.023037, var=4.969850
[4224] data=3.300417, mean=3.023103, var=4.968294
[4225] data=2.927303, mean=3.023080, var=4.967258
[4226] data=3.970817, mean=3.023305, var=4.964939
[4227] data=0.631311, mean=3.022739, var=4.968538
[4228] data=1.776541, mean=3.022444, var=4.969511
[4229] data=3.635743, mean=3.022589, var=4.967549
[4230] data=2.215209, mean=3.022398, var=4.967681
[4231] data=3.359670, mean=3.022478, var=4.966053
[4232] data=2.166450, mean=3.022276, var=4.966274
[4233] data=1.402209, mean=3.021893, var=4.968033
[4234] data=1.798183, mean=3.021604, var=4.968959
[4235] data=4.059642, mean=3.021849, var=4.966560
[4236] data=1.951283, mean=3.021596, var=4.967184
[4237] data=1.328223, mean=3.021197, var=4.969103
[4238] data=1.503838, mean=3.020839, var=4.970636
[4239] data=4.103921, mean=3.021094, var=4.968197
[4240] data=5.629611, mean=3.021709, var=4.964913
[4241] data=7.275237, mean=3.022712, var=4.961948
[4242] data=0.549937, mean=3.022129, var=4.965742
[4243] data=4.875298, mean=3.022566, var=4.962742
[4244] data=0.896231, mean=3.022065, var=4.965665
[4245] data=4.977039, mean=3.022526, var=4.962613
[4246] data=3.070741, mean=3.022537, var=4.961376
[4247] data=1.001244, mean=3.022061, var=4.964045
[4248] data=3.804753, mean=3.022245, var=4.961907
[4249] data=6.290461, mean=3.023014, var=4.958605
[4250] data=4.400886, mean=3.023339, var=4.955926
[4251] data=-2.362670, mean=3.022072, var=4.969238
[4252] data=-0.259964, mean=3.021300, var=4.975265
[4253] data=2.595854, mean=3.021200, var=4.974742
[4254] data=6.983563, mean=3.022131, var=4.971636
[4255] data=0.934409, mean=3.021641, var=4.974455
[4256] data=4.957839, mean=3.022095, var=4.971419
[4257] data=1.832402, mean=3.021816, var=4.972272
[4258] data=3.644682, mean=3.021962, var=4.970311
[4259] data=2.264285, mean=3.021784, var=4.970354
[4260] data=1.844581, mean=3.021508, var=4.971182
[4261] data=3.650998, mean=3.021656, var=4.969216
[4262] data=4.683004, mean=3.022046, var=4.966342
[4263] data=4.212156, mean=3.022325, var=4.963823
[4264] data=4.038448, mean=3.022563, var=4.961461
[4265] data=8.711924, mean=3.023897, var=4.959823
[4266] data=8.219984, mean=3.025115, var=4.957624
[4267] data=2.947763, mean=3.025097, var=4.956573
[4268] data=2.902339, mean=3.025068, var=4.955589
[4269] data=4.584700, mean=3.025433, var=4.952788
[4270] data=2.150972, mean=3.025229, var=4.953046
[4271] data=5.535239, mean=3.025816, var=4.949807
[4272] data=1.971825, mean=3.025570, var=4.950400
[4273] data=8.424525, mean=3.026833, var=4.948418
[4274] data=5.075683, mean=3.027313, var=4.945342
[4275] data=5.731630, mean=3.027945, var=4.942066
[4276] data=0.471116, mean=3.027347, var=4.946058
[4277] data=-0.715206, mean=3.026472, var=4.953471
[4278] data=1.956374, mean=3.026222, var=4.954094
[4279] data=3.159113, mean=3.026253, var=4.952752
[4280] data=-0.552869, mean=3.025417, var=4.959646
[4281] data=2.912823, mean=3.025390, var=4.958649
[4282] data=7.843944, mean=3.026516, var=4.956105
[4283] data=0.246699, mean=3.025867, var=4.960678
[4284] data=1.815387, mean=3.025584, var=4.961571
[4285] data=3.787542, mean=3.025762, var=4.959473
[4286] data=0.389582, mean=3.025147, var=4.963657
[4287] data=-3.740383, mean=3.023569, var=4.982715
[4288] data=3.540043, mean=3.023689, var=4.980887
[4289] data=1.877456, mean=3.023422, var=4.981648
[4290] data=0.878675, mean=3.022922, var=4.984580
[4291] data=3.378218, mean=3.023005, var=4.982947
[4292] data=3.726336, mean=3.023169, var=4.980911
[4293] data=1.372787, mean=3.022784, var=4.982708
[4294] data=2.054589, mean=3.022559, var=4.983129
[4295] data=4.393532, mean=3.022878, var=4.980477
[4296] data=5.189182, mean=3.023382, var=4.977362
[4297] data=2.386286, mean=3.023234, var=4.977195
[4298] data=2.957480, mean=3.023219, var=4.976130
[4299] data=3.768574, mean=3.023392, var=4.974054
[4300] data=3.297054, mean=3.023456, var=4.972530
[4301] data=6.217803, mean=3.024198, var=4.969256
[4302] data=3.948663, mean=3.024413, var=4.967000
[4303] data=0.389622, mean=3.023801, var=4.971161
[4304] data=4.814270, mean=3.024217, var=4.968236
[4305] data=-1.372144, mean=3.023196, var=4.977743
[4306] data=5.660882, mean=3.023808, var=4.974500
[4307] data=-0.719879, mean=3.022939, var=4.981852
[4308] data=5.441152, mean=3.023500, var=4.978660
[4309] data=7.749457, mean=3.024597, var=4.976056
[4310] data=4.827454, mean=3.025016, var=4.973126
[4311] data=2.535207, mean=3.024902, var=4.972716
[4312] data=2.457190, mean=3.024770, var=4.972433
[4313] data=2.382970, mean=3.024621, var=4.972276
[4314] data=4.787158, mean=3.025030, var=4.969372
[4315] data=-0.670252, mean=3.024174, var=4.976563
[4316] data=-0.355419, mean=3.023391, var=4.982789
[4317] data=1.521635, mean=3.023043, var=4.984259
[4318] data=-1.039840, mean=3.022102, var=4.992612
[4319] data=-3.142733, mean=3.020674, var=5.008875
[4320] data=1.612424, mean=3.020348, var=5.010143
[4321] data=2.406296, mean=3.020206, var=5.009928
[4322] data=4.999539, mean=3.020664, var=5.006910
[4323] data=5.685338, mean=3.021281, var=5.003672
[4324] data=4.494679, mean=3.021621, var=5.000958
[4325] data=0.369547, mean=3.021008, var=5.005132
[4326] data=4.354757, mean=3.021317, var=5.002524
[4327] data=2.928983, mean=3.021295, var=5.001498
[4328] data=3.164649, mean=3.021328, var=5.000147
[4329] data=4.105719, mean=3.021579, var=4.997751
[4330] data=0.690714, mean=3.021041, var=5.001102
[4331] data=2.998985, mean=3.021035, var=4.999979
[4332] data=5.331257, mean=3.021569, var=4.996835
[4333] data=4.481628, mean=3.021906, var=4.994138
[4334] data=3.642124, mean=3.022049, var=4.992210
[4335] data=0.534859, mean=3.021475, var=4.995951
